callsign,flight_number,date,aircraft_type_icao,origin_iata,destination_iata,origin_latitude_deg,origin_longitude_deg,destination_latitude_deg,destination_longitude_deg,origin_country,destination_country,duration_hours,total_distance_km,great_circle_distance_km,great_circle_ratio,LTO_CO2_kg,CCD_CO2_kg,Total_CO2_kg
VLG239V,VY2223,2021-07-01,A20N,SVQ,BCN,37.417999,-5.89311,41.2971,2.07846,ES,ES,1.31,934.26,809.3073341596748,0.866254933487118,685.35,7917.88,8603.24
VLG29VW,,,A321,BCN,NTE,41.2971,2.07846,47.153198,-1.61073,ES,FR,1.16,739.44,714.2608931296247,0.9659484111349462,689.1,8755.72,9444.82
VLG76KK,VY3270,2021-07-01,A320,BIO,LPA,43.301102,-2.91061,27.9319,-15.3866,ES,ES,2.97,2098.04,2042.4423460937285,0.9735001935586207,806.3,19608.21,20414.51
VLG903D,,,A320,BCN,AGP,41.2971,2.07846,36.6749,-4.49911,ES,ES,1.21,804.37,765.9939217775354,0.9522905152821903,806.3,8166.35,8972.65
VLG361Z,,,A321,IBZ,BCN,38.872898,1.37312,41.2971,2.07846,ES,ES,0.6,327.58,276.1640126138499,0.8430429593194025,689.1,4552.62,5241.72
VLG416C,,,A320,MAD,ORY,40.471926,-3.56264,48.72333,2.37944,ES,FR,1.63,1098.72,1030.3683877469027,0.9377897806055252,806.3,10769.72,11576.02
VLG79NP,VY8379,2021-07-01,A20N,AMS,SCQ,52.308601,4.76389,42.896301,-8.41514,NL,ES,2.07,1542.24,1435.0646809730404,0.9305067181327422,685.35,12488.57,13173.92
VLG8LV,,,A320,LGW,BIO,51.148744,-0.185739,43.301102,-2.91061,GB,ES,1.35,967.07,896.2665549769736,0.9267856049479082,806.3,9605.35,10411.65
VLG5ND,,,A320,AGP,ORY,36.6749,-4.49911,48.72333,2.37944,ES,FR,2.06,1555.37,1451.434494684693,0.9331763469043977,806.3,14808.56,15614.86
VLG3CK,,,A320,ORY,FCO,48.72333,2.37944,41.804532,12.251998,FR,IT,1.45,1131.36,1088.7051244459017,0.9622976987394832,806.3,11058.41,11864.71
VLG31EA,VY3757,,A320,BCN,IBZ,41.2971,2.07846,38.872898,1.37312,ES,ES,0.64,339.96,276.1640126138499,0.8123426656484584,806.3,4058.87,4865.17
VLG629E,VY3936,2021-07-01,A320,ALC,PMI,38.2822,-0.558156,39.551701,2.73881,ES,ES,0.52,341.33,318.2411043285507,0.932356090377496,806.3,4070.99,4877.29
VLG8860,VY8860,2021-07-01,A20N,OPO,ORY,41.2481002808,-8.68138980865,48.72333,2.37944,PT,FR,1.73,1354.3,1200.9393752707913,0.8867602268853219,685.35,11075.67,11761.03
VLG1897,VY1897,2021-07-01,A320,DUS,BCN,51.289501,6.76678,41.2971,2.07846,DE,ES,1.71,1267.71,1167.4565492286108,0.9209176777248825,806.3,12264.36,13070.66
VLG88RR,,,A320,ALC,BCN,38.2822,-0.558156,41.2971,2.07846,ES,ES,0.79,474.3,403.86762427607465,0.8515024758087174,806.3,5247.04,6053.34
VLG1UG,,,A320,PMI,BCN,39.551701,2.73881,41.2971,2.07846,ES,ES,0.54,254.16,201.97414078485818,0.7946732010735685,806.3,3300.02,4106.32
VLG9JY,,,A20N,BCN,LPA,41.2971,2.07846,27.9319,-15.3866,ES,ES,3.03,2236.85,2174.573030508505,0.9721586295498156,685.35,17710.52,18395.88
VLG9G,,,A320,ACE,SVQ,28.945499,-13.6052,37.417999,-5.89311,ES,ES,1.51,1216.91,1183.3781721432297,0.9724451045214761,806.3,11815.06,12621.36
VLG61VB,,,A20N,SVQ,BIO,37.417999,-5.89311,43.301102,-2.91061,ES,ES,1.0,732.6,701.1793550512668,0.957110776755756,685.35,6401.84,7087.2
VLG8XM,,,A321,LPA,BCN,27.9319,-15.3866,41.2971,2.07846,ES,ES,2.84,2253.14,2174.573030508505,0.9651300099010736,689.1,24203.32,24892.42
VLG8WB,,,A320,CPH,PMI,55.617900848389,12.656000137329,39.551701,2.73881,DK,ES,2.57,1958.71,1930.6791169995133,0.9856891101794105,806.3,18375.9,19182.2
VLG57FU,VY8921,2021-07-01,A320,BRU,VLC,50.901402,4.48444,39.4893,-0.481625,BE,ES,1.81,1362.38,1326.5568856344937,0.9737054901235291,806.3,13101.66,13907.96
VLG74RZ,,,A20N,BCN,RAK,41.2971,2.07846,31.604807,-8.035788,ES,MA,2.02,1476.78,1404.8721991465918,0.9513077094398569,685.35,11996.45,12681.81
VLG600T,,,A320,PMI,VLC,39.551701,2.73881,39.4893,-0.481625,ES,ES,0.61,312.57,276.3164930859434,0.8840147585690995,806.3,3816.62,4622.92
VLG6365,VY6365,2021-07-01,A319,JTR,FLR,36.400045,25.478638,43.808558,11.202822,GR,IT,2.3,1517.13,1464.045225408533,0.9650097390523772,725.0,13073.03,13798.03
VLG90VP,VY6211,2021-07-01,A320,FCO,AGP,41.804532,12.251998,36.6749,-4.49911,IT,ES,2.37,1597.67,1548.0800521710225,0.9689610821828177,806.3,15182.69,15988.99
VLG201G,VY8473,2021-07-01,A320,LGW,VLC,51.148744,-0.185739,39.4893,-0.481625,GB,ES,1.82,1342.48,1296.6435461911265,0.9658568814366891,806.3,12925.66,13731.96
VLG7HC,,,A320,BCN,SCQ,41.2971,2.07846,42.896301,-8.41514,ES,ES,1.4,910.58,883.2840940369294,0.9700236047759992,806.3,9105.72,9912.02
VLG3062,VY3062,2021-07-01,A20N,GRX,LPA,37.188702,-3.77736,27.9319,-15.3866,ES,ES,2.23,1590.99,1495.4791414503343,0.939967656270834,685.35,12855.06,13540.42
VLG839Z,VY8312,2021-07-01,A319,AMS,BCN,52.308601,4.76389,41.2971,2.07846,NL,ES,1.74,1279.82,1241.180855776778,0.9698089229553983,725.0,11175.96,11900.96
VLG8655,VY8655,2021-07-01,A320,PRG,BCN,50.100874,14.259911,41.2971,2.07846,CZ,ES,2.05,1390.36,1358.0777385116194,0.9767813649066569,806.3,13349.13,14155.43
VLG3PP,,,A320,BCN,MAH,41.2971,2.07846,39.862598,4.21865,ES,ES,0.53,268.79,241.05794119782644,0.8968263000774821,806.3,3429.41,4235.71
VLG75RH,,,A320,BRU,AGP,50.901402,4.48444,36.6749,-4.49911,BE,ES,2.41,1783.33,1735.5429385027614,0.9732034668304584,806.3,16824.75,17631.05
VLG89VG,VY2220,2021-07-01,A321,BCN,SVQ,41.2971,2.07846,37.417999,-5.89311,ES,ES,1.25,835.42,809.3073341596748,0.9687430683484652,689.1,9735.22,10424.32
VLG99QX,VY3975,2021-07-01,A20N,IBZ,BIO,38.872898,1.37312,43.301102,-2.91061,ES,ES,1.03,660.65,609.2074572526597,0.9221334401765832,685.35,5860.93,6546.29
VLG3E,VY3047,2021-07-01,A320,LPA,SVQ,27.9319,-15.3866,37.417999,-5.89311,ES,ES,1.69,1407.42,1377.5875868198211,0.9788034750250963,806.3,13500.02,14306.32
VLG3947,VY3947,2021-07-01,A320,PMI,BIO,39.551701,2.73881,43.301102,-2.91061,ES,ES,1.07,659.53,628.7777466980907,0.9533724723637905,806.3,6885.31,7691.61
VLG203M,,,A320,NAP,BCN,40.886002,14.2908,41.2971,2.07846,IT,ES,1.75,1036.46,1023.6451456339067,0.9876359392874849,806.3,10219.07,11025.37
VLG8985,VY8985,2021-07-01,A320,BRU,BCN,50.901402,4.48444,41.2971,2.07846,BE,ES,1.63,1153.92,1083.8219191144028,0.9392522177572126,806.3,11257.94,12064.24
VLG686T,VY6293,2021-07-01,A20N,AMS,FCO,52.308601,4.76389,41.804532,12.251998,NL,IT,1.79,1321.47,1296.8604937306875,0.9813771737010204,685.35,10828.86,11514.22
VLG25JE,,,A20N,ORY,VLC,48.72333,2.37944,39.4893,-0.481625,FR,ES,1.52,1079.04,1051.7121080119514,0.974673884204433,685.35,9006.31,9691.67
VLG55WF,,,A321,MAH,BCN,39.862598,4.21865,41.2971,2.07846,ES,ES,0.54,275.51,241.05794119782644,0.8749516939415137,689.1,4021.23,4710.33
VLG78QD,VY3323,2021-07-01,A320,AMS,IBZ,52.308601,4.76389,38.872898,1.37312,NL,ES,2.06,1586.91,1516.716438868264,0.9557671442414907,806.3,15087.52,15893.82
VLG22AV,,,A20N,BCN,AGP,41.2971,2.07846,36.6749,-4.49911,ES,ES,1.18,774.3,765.9939217775354,0.9892727906206064,685.35,6715.33,7400.69
VLG6338,VY6338,2021-07-01,A321,BCN,MXP,41.2971,2.07846,45.6306,8.72811,ES,IT,1.13,793.85,720.8202148323408,0.9080055612928648,689.1,9310.99,10000.09
VLG8PE,,,A321,ACE,BCN,28.945499,-13.6052,41.2971,2.07846,ES,ES,2.53,2000.76,1974.1972006027345,0.9867236453161471,689.1,21627.73,22316.83
VLG1434,VY1434,2021-07-01,A320,BCN,BIO,41.2971,2.07846,43.301102,-2.91061,ES,ES,0.86,486.85,466.82765753085545,0.9588736931926783,806.3,5358.04,6164.34
VLG10RV,VY3943,2021-07-01,A320,SVQ,PMI,37.417999,-5.89311,39.551701,2.73881,ES,ES,1.09,845.19,787.5419591764767,0.931792803010538,806.3,8527.38,9333.68
VLG54EK,VY2113,2021-07-01,A320,BCN,AGP,41.2971,2.07846,36.6749,-4.49911,ES,ES,1.2,801.75,765.9939217775354,0.9554024593421084,806.3,8143.17,8949.47
VLG805K,,,A20N,SDR,PMI,43.427101,-3.82001,39.551701,2.73881,ES,ES,1.0,763.75,695.4565828751563,0.9105814505730361,685.35,6636.02,7321.38
VLG64NN,,,A320,BCN,PMI,41.2971,2.07846,39.551701,2.73881,ES,ES,0.41,228.26,201.97414078485818,0.8848424637906693,806.3,3070.94,3877.24
VLG6923,VY6923,2021-07-01,A319,PMO,FLR,38.175999,13.091,43.808558,11.202822,IT,IT,1.23,690.56,646.1298306233404,0.935660667607942,725.0,6465.38,7190.38
VLG7CJ,,,A20N,PMI,AGP,39.551701,2.73881,36.6749,-4.49911,ES,ES,1.22,752.73,709.1506965865061,0.9421049999156486,685.35,6553.17,7238.53
VLG51HM,VY1871,2021-07-01,A320,CPH,BCN,55.617900848389,12.656000137329,41.2971,2.07846,DK,ES,2.48,1837.29,1768.6367499072278,0.9626334165576625,806.3,17302.0,18108.3
VLG719N,,,A321,,BCN,,,41.2971,2.07846,,ES,1.42,954.49,942.1699076893923,0.9870924867619276,689.1,10950.35,11639.45
VLG193E,,,A320,BER,BCN,52.361738,13.502341,41.2971,2.07846,DE,ES,2.2,1562.87,1501.242241461251,0.9605675721341194,806.3,14874.9,15681.2
VLG50RV,,,A321,ORY,BCN,48.72333,2.37944,41.2971,2.07846,FR,ES,1.18,855.47,826.1261861437757,0.9656986056130265,689.1,9939.83,10628.93
VLG1MH,,,A20N,BCN,FCO,41.2971,2.07846,41.804532,12.251998,ES,IT,1.23,945.52,847.9983096688334,0.8968591988205785,685.35,8002.54,8687.89
VLG4RW,,,A320,IBZ,BCN,38.872898,1.37312,41.2971,2.07846,ES,ES,0.64,353.45,276.1640126138499,0.7813382730622432,806.3,4178.19,4984.49
VLG67EY,,,A320,PMI,ALC,39.551701,2.73881,38.2822,-0.558156,ES,ES,0.68,385.38,318.2411043285507,0.8257852102562424,806.3,4460.59,5266.89
VLG906T,,,A321,NTE,BCN,47.153198,-1.61073,41.2971,2.07846,FR,ES,1.07,740.04,714.2608931296247,0.965165252053436,689.1,8761.85,9450.95
VLG40NT,,,A320,LCG,BCN,43.302101,-8.37726,41.2971,2.07846,ES,ES,1.23,925.07,887.7084148378394,0.9596121534995615,806.3,9233.88,10040.18
VLG78MX,VY3417,2021-07-01,A320,MAD,IBZ,40.471926,-3.56264,38.872898,1.37312,ES,ES,0.77,511.47,458.2622084769625,0.8959708457523656,806.3,5575.79,6382.09
VLG624D,,,A320,MAD,BCN,40.471926,-3.56264,41.2971,2.07846,ES,ES,1.04,567.56,482.9479536765349,0.850919644930113,806.3,6071.88,6878.18
VLG38XL,,,A320,VLC,PMI,39.4893,-0.481625,39.551701,2.73881,ES,ES,0.55,320.17,276.3164930859434,0.8630305559107455,806.3,3883.84,4690.14
VLG3920,VY3920,2021-07-01,A320,BCN,PMI,41.2971,2.07846,39.551701,2.73881,ES,ES,0.42,230.3,201.97414078485818,0.8770045192568744,806.3,3088.99,3895.29
VLG62SW,VY2118,2021-07-01,A320,AGP,BCN,36.6749,-4.49911,41.2971,2.07846,ES,ES,1.26,854.74,765.9939217775354,0.89617184380927,806.3,8611.84,9418.14
VLG6613,VY6613,2021-07-01,A20N,BRI,BCN,41.138901,16.760599,41.2971,2.07846,IT,ES,2.06,1287.55,1226.7443401114233,0.9527741370132603,685.35,10573.86,11259.21
VLG70NF,,,A20N,BCN,SVQ,41.2971,2.07846,37.417999,-5.89311,ES,ES,1.26,831.93,809.3073341596748,0.9728070079930702,685.35,7148.59,7833.94
VLG833W,,,A320,ORY,IBZ,48.72333,2.37944,38.872898,1.37312,FR,ES,1.66,1181.0,1098.304044827343,0.9299780227157858,806.3,11497.45,12303.75
VLG79AJ,,,A320,BCN,ALC,41.2971,2.07846,38.2822,-0.558156,ES,ES,0.76,452.84,403.86762427607465,0.8918550134177076,806.3,5057.24,5863.54
VLG33WE,,,A320,PMI,BCN,39.551701,2.73881,41.2971,2.07846,ES,ES,0.53,243.74,201.97414078485818,0.8286458553575866,806.3,3207.86,4014.16
VLG67MF,VY2221,2021-07-01,A321,SVQ,BCN,37.417999,-5.89311,41.2971,2.07846,ES,ES,1.23,886.75,809.3073341596748,0.9126668555508033,689.1,10259.05,10948.15
VLG7L,,,A20N,GRX,BCN,37.188702,-3.77736,41.2971,2.07846,ES,ES,1.04,712.21,680.1614947055176,0.9550013264423661,685.35,6248.55,6933.91
VLG8L,,,A20N,,BCN,,,41.2971,2.07846,,ES,1.66,1355.94,1344.3727086198276,0.9914691716593858,685.35,11088.0,11773.35
VLG6339,VY6339,2021-07-01,A321,MXP,BCN,45.6306,8.72811,41.2971,2.07846,IT,ES,1.24,774.48,720.8202148323408,0.9307150795789959,689.1,9113.31,9802.41
VLG3318,VY3318,2021-07-02,A20N,FCO,JMK,41.804532,12.251998,37.435101,25.348101,IT,GR,1.6,1306.22,1220.7844519476232,0.9345932935857844,685.35,10714.21,11399.57
VLG74SR,VY3319,2021-07-02,A20N,JMK,FCO,37.435101,25.348101,41.804532,12.251998,GR,IT,1.91,1279.9,1220.7844519476232,0.9538123696754615,685.35,10516.34,11201.7
VLG47NW,VY2012,2021-07-02,A20N,BCN,GRX,41.2971,2.07846,37.188702,-3.77736,ES,ES,1.31,753.89,680.1614947055176,0.9022025689497375,685.35,6561.9,7247.25
VLG2SH,VY8300,2021-07-02,A321,BCN,AMS,41.2971,2.07846,52.308601,4.76389,ES,NL,2.01,1349.37,1241.180855776778,0.9198224769905793,689.1,14980.17,15669.27
VLG2Z,,,A320,BCN,SVQ,41.2971,2.07846,37.417999,-5.89311,ES,ES,1.38,898.35,809.3073341596748,0.9008819882670172,806.3,8997.55,9803.85
VLG7NV,,,A320,ALC,AMS,38.2822,-0.558156,52.308601,4.76389,ES,NL,2.32,1681.62,1621.0911502856875,0.9640056316442999,806.3,15925.18,16731.48
VLG3GL,VY3014,2021-07-02,A321,BCN,FUE,41.2971,2.07846,28.4527,-13.8638,ES,ES,2.91,2116.65,2031.9651804545992,0.9599911088061792,689.1,22810.41,23499.51
VLG73AB,,,A321,BCN,BRU,41.2971,2.07846,50.901402,4.48444,ES,BE,1.82,1235.3,1083.8219191144028,0.877375470828465,689.1,13816.07,14505.17
VLG667W,,,A320,SVQ,ORY,37.417999,-5.89311,48.72333,2.37944,ES,FR,1.86,1437.84,1423.481167604048,0.9900136090274635,806.3,13769.07,14575.37
VLG1983,VY1983,2021-07-02,A320,ORY,LIS,48.72333,2.37944,38.7813,-9.13592,FR,PT,2.31,1559.09,1438.1632218986754,0.9224375898111562,806.3,14841.46,15647.76
VLG8005,VY8005,2021-07-02,A320,ORY,BCN,48.72333,2.37944,41.2971,2.07846,FR,ES,1.3,908.17,826.1261861437757,0.9096602906325642,806.3,9084.41,9890.71
VLG312J,,,A320,SVQ,BCN,37.417999,-5.89311,41.2971,2.07846,ES,ES,1.23,885.15,809.3073341596748,0.9143165951078064,806.3,8880.81,9687.11
VLG38RP,,,A20N,BCN,PMI,41.2971,2.07846,39.551701,2.73881,ES,ES,0.45,222.67,201.97414078485818,0.9070559158614011,685.35,2568.28,3253.63
VLG4AM,,,A319,BCN,ORY,41.2971,2.07846,48.72333,2.37944,ES,FR,1.34,880.81,826.1261861437757,0.9379164475241831,725.0,7986.25,8711.25
VLG64KJ,VY1674,2021-07-02,A20N,SCQ,BCN,42.896301,-8.41514,41.2971,2.07846,ES,ES,1.27,910.99,883.2840940369294,0.9695870361221632,685.35,7742.95,8428.3
VLG979D,,,A20N,AGP,TFN,36.6749,-4.49911,28.482752,-16.341707,ES,ES,2.04,1524.31,1433.6109262243474,0.9404982754323907,685.35,12353.78,13039.13
VLG1X,,,A321,BCN,MAH,41.2971,2.07846,39.862598,4.21865,ES,ES,0.46,252.42,241.05794119782644,0.9549874859275274,689.1,3785.59,4474.69
VLG1BF,,,A320,AGP,BCN,36.6749,-4.49911,41.2971,2.07846,ES,ES,1.1,786.43,765.9939217775354,0.9740141166760367,806.3,8007.68,8813.98
VLG1LB,,,A320,SCQ,LPA,42.896301,-8.41514,27.9319,-15.3866,ES,ES,2.65,1830.77,1778.2694370922056,0.9713232339901821,806.3,17244.34,18050.64
VLG1502,VY1502,2021-07-02,A319,FLR,ORY,43.808558,11.202822,48.72333,2.37944,IT,FR,1.44,915.86,870.1231310287112,0.9500612877827519,725.0,8266.44,8991.44
VLG45GN,VY8365,2021-07-02,A320,AGP,AMS,36.6749,-4.49911,52.308601,4.76389,ES,NL,2.54,1931.53,1883.725013846451,0.975250197432321,806.3,18135.51,18941.81
VLG3256,VY3256,2021-07-02,A20N,SVQ,TFN,37.417999,-5.89311,28.482752,-16.341707,ES,ES,2.01,1436.66,1395.3347140672274,0.9712351663352689,685.35,11694.84,12380.19
VLG2608,VY2608,2021-07-02,A320,AGP,BIO,36.6749,-4.49911,43.301102,-2.91061,ES,ES,1.11,797.15,749.1098254526187,0.9397350880670121,806.3,8102.49,8908.79
VLG13LV,,,A320,BCN,ALC,41.2971,2.07846,38.2822,-0.558156,ES,ES,0.78,466.26,403.86762427607465,0.8661854421912123,806.3,5175.93,5982.23
VLG786T,,,A320,AGP,ORY,36.6749,-4.49911,48.72333,2.37944,ES,FR,1.86,1474.11,1451.434494684693,0.9846174944099783,806.3,14089.86,14896.16
VLG873K,,,A320,BCN,NTE,41.2971,2.07846,47.153198,-1.61073,ES,FR,1.16,739.96,714.2608931296247,0.9652695998832703,806.3,7596.67,8402.97
VLG77AW,VY3940,2021-07-02,A320,PMI,SVQ,39.551701,2.73881,37.417999,-5.89311,ES,ES,1.21,800.64,787.5419591764767,0.9836405365413627,806.3,8133.36,8939.66
VLG270A,,,A320,BCN,LYS,41.2971,2.07846,45.725996,5.090139,ES,FR,0.96,635.34,548.6522729531636,0.8635569505354039,806.3,6671.36,7477.66
VLG3302,VY3302,2021-07-02,A320,IBZ,FCO,38.872898,1.37312,41.804532,12.251998,ES,IT,1.34,1019.05,977.1672518804288,0.9589002030130306,806.3,10065.08,10871.38
VLG140U,,,A20N,BCN,MXP,41.2971,2.07846,45.6306,8.72811,ES,IT,1.11,795.51,720.8202148323408,0.9061108154923769,685.35,6874.79,7560.14
VLG8255,VY8255,2021-07-02,A320,ALC,ORY,38.2822,-0.558156,48.72333,2.37944,ES,FR,2.08,1484.67,1184.7269540934649,0.7979732560727063,806.3,14183.26,14989.56
VLG1423,VY1423,2021-07-02,A320,BIO,BCN,43.301102,-2.91061,41.2971,2.07846,ES,ES,0.77,496.47,466.82765753085545,0.9402937892135586,806.3,5443.13,6249.43
VLG10CX,,,A320,BCN,LCG,41.2971,2.07846,43.302101,-8.37726,ES,ES,1.46,920.92,887.7084148378394,0.9639365143962988,806.3,9197.17,10003.47
VLG40YA,,,A320,PMI,BCN,39.551701,2.73881,41.2971,2.07846,ES,ES,0.44,219.4,201.97414078485818,0.9205749352090162,806.3,2992.58,3798.88
VLG569U,VY1380,2021-07-02,A319,BCN,RMU,41.2971,2.07846,37.802852,-1.124884,ES,ES,0.84,497.16,471.8125325632656,0.9490154730132464,725.0,4919.33,5644.33
VLG39EM,,,A320,VLC,LPA,39.4893,-0.481625,27.9319,-15.3866,ES,ES,2.65,1945.1,1879.928640111199,0.9664945967360028,806.3,18255.53,19061.83
VLG83RQ,,,A321,BCN,LPA,41.2971,2.07846,27.9319,-15.3866,ES,ES,3.07,2260.9,2174.573030508505,0.9618174313364168,689.1,24282.51,24971.61
VLG11SY,VY3986,2021-07-02,A320,VLC,MAH,39.4893,-0.481625,39.862598,4.21865,ES,ES,0.78,455.51,404.36681941863014,0.8877232539760491,806.3,5080.86,5887.16
VLG52GM,,,A20N,SVQ,BIO,37.417999,-5.89311,43.301102,-2.91061,ES,ES,1.05,746.19,701.1793550512668,0.9396793779751361,685.35,6504.01,7189.36
VLG4VF,,,A320,ALC,PMI,38.2822,-0.558156,39.551701,2.73881,ES,ES,0.68,364.52,318.2411043285507,0.8730415459468636,806.3,4276.1,5082.4
VLG90PY,,,A321,BCN,VCE,41.2971,2.07846,45.505299,12.3519,ES,IT,1.34,985.65,951.7841762734599,0.9656411264378431,689.1,11268.34,11957.44
VLG6251,VY6251,2021-07-02,A20N,FCO,ORY,41.804532,12.251998,48.72333,2.37944,IT,FR,1.7,1137.97,1088.7051244459017,0.9567081069324338,685.35,9449.34,10134.7
VLG1570,VY1570,2021-07-02,A321,BCN,OVD,41.2971,2.07846,43.563599,-6.03462,ES,ES,1.17,743.17,711.6074806269959,0.9575298796062757,689.1,8793.79,9482.89
VLG97CF,,,A320,IBZ,MAD,38.872898,1.37312,40.471926,-3.56264,ES,ES,0.85,474.06,458.2622084769625,0.9666755441863107,806.3,5244.92,6051.22
VLG2UZ,,,A320,,PMI,,,39.551701,2.73881,,ES,1.25,999.19,995.7488718564132,0.9965560822830624,806.3,9889.43,10695.73
VLG50PA,VY3280,2021-07-02,A20N,BIO,ACE,43.301102,-2.91061,28.945499,-13.6052,ES,ES,2.61,1901.64,1859.4320662390228,0.9778044562793288,685.35,15190.47,15875.83
VLG70PT,,,A20N,BCN,PMI,41.2971,2.07846,39.551701,2.73881,ES,ES,0.44,222.49,201.97414078485818,0.9077897468868631,685.35,2566.93,3252.28
VLG793X,,,A321,BCN,TFN,41.2971,2.07846,28.482752,-16.341707,ES,ES,3.02,2249.28,2194.5818224297977,0.9756819170711506,689.1,24163.92,24853.02
VLG74NE,,,A320,BIO,MAH,43.301102,-2.91061,39.862598,4.21865,ES,ES,0.98,738.45,705.1854857633607,0.9549535997878809,806.3,7583.32,8389.62
VLG71WK,,,A321,BCN,ACE,41.2971,2.07846,28.945499,-13.6052,ES,ES,2.68,2020.91,1974.1972006027345,0.9768852648572843,689.1,21833.37,22522.47
VLG55WJ,VY1870,2021-07-02,A320,BCN,CPH,41.2971,2.07846,55.617900848389,12.656000137329,ES,DK,2.45,1869.14,1768.6367499072278,0.9462302181255698,806.3,17583.7,18390.0
VLG41RU,,,A20N,ORY,LPA,48.72333,2.37944,27.9319,-15.3866,FR,ES,3.83,2872.46,2768.261081342783,0.9637248495515284,685.35,22488.93,23174.28
VLG788B,,,A321,BCN,IBZ,41.2971,2.07846,38.872898,1.37312,ES,ES,0.61,315.16,276.1640126138499,0.876266063630695,689.1,4425.87,5114.97
VLG73SL,,,A20N,BCN,LIS,41.2971,2.07846,38.7813,-9.13592,ES,PT,1.71,1085.55,994.0360676965066,0.9156980956165139,685.35,9055.26,9740.61
VLG1ZE,,,A320,PMI,MUC,39.551701,2.73881,48.353802,11.7861,ES,DE,1.8,1331.64,1215.7886293825,0.9130009832856477,806.3,12829.78,13636.08
VLG709G,VY8353,2021-07-02,A20N,VLC,AMS,39.4893,-0.481625,52.308601,4.76389,ES,NL,2.25,1554.94,1481.1672277743392,0.9525558721071804,685.35,12584.05,13269.4
VLG54HD,,,A20N,BCN,SCQ,41.2971,2.07846,42.896301,-8.41514,ES,ES,1.7,1013.76,883.2840940369294,0.8712950738211505,685.35,8515.55,9200.91
VLG24XH,,,A20N,BIO,IBZ,43.301102,-2.91061,38.872898,1.37312,ES,ES,1.02,708.16,609.2074572526597,0.8602680993739545,685.35,6218.11,6903.46
VLG79UT,,,A320,BCN,AGP,41.2971,2.07846,36.6749,-4.49911,ES,ES,1.26,818.0,765.9939217775354,0.9364228872586008,806.3,8286.9,9093.2
VLG1V,,,A20N,PMI,BCN,39.551701,2.73881,41.2971,2.07846,ES,ES,0.46,226.31,201.97414078485818,0.8924667084302866,685.35,2595.64,3281.0
VLG35LA,,,A320,BCN,NAP,41.2971,2.07846,40.886002,14.2908,ES,IT,1.48,1113.09,1023.6451456339067,0.9196427473375081,806.3,10896.82,11703.12
VLG3R,,,A20N,LPA,BCN,27.9319,-15.3866,41.2971,2.07846,ES,ES,2.77,2284.37,2174.573030508505,0.9519355579474887,685.35,18067.77,18753.13
VLG559K,,,A320,BCN,LEI,41.2971,2.07846,36.843899,-2.3701,ES,ES,1.15,739.69,626.4656239201278,0.8469299624438991,806.3,7594.28,8400.58
VLG426G,,,A321,BCN,MAH,41.2971,2.07846,39.862598,4.21865,ES,ES,0.48,262.21,241.05794119782644,0.9193316090073851,689.1,3885.5,4574.6
VLG27SY,,,A20N,PMI,BCN,39.551701,2.73881,41.2971,2.07846,ES,ES,0.52,233.43,201.97414078485818,0.8652450018629061,685.35,2649.17,3334.53
VLG183Y,VY3045,2021-07-02,A20N,LPA,SVQ,27.9319,-15.3866,37.417999,-5.89311,ES,ES,1.77,1403.58,1377.5875868198211,0.981481345430842,685.35,11446.15,12131.5
VLG872L,,,A321,MAH,BCN,39.862598,4.21865,41.2971,2.07846,ES,ES,0.53,262.69,241.05794119782644,0.9176517613834803,689.1,3890.4,4579.5
VLG7FU,,,A320,BCN,NCE,41.2971,2.07846,43.658401,7.21587,ES,FR,0.79,541.99,496.3143585843382,0.9157260439940557,806.3,5845.73,6652.03
VLG160L,,,A20N,TFN,BCN,28.482752,-16.341707,41.2971,2.07846,ES,ES,2.92,2338.45,2194.5818224297977,0.9384771204985345,685.35,18474.33,19159.69
VLG3224,VY3224,2021-07-02,A320,TFN,SCQ,28.482752,-16.341707,42.896301,-8.41514,ES,ES,2.19,1816.69,1753.330716760482,0.9651237782783424,806.3,17119.81,17926.11
VLG7SR,,,A321,BCN,MAH,41.2971,2.07846,39.862598,4.21865,ES,ES,0.45,255.74,241.05794119782644,0.9425899006718793,689.1,3819.47,4508.57
VLG9JH,,,A20N,,,,,,,,,2.25,1957.57,1943.0772748073286,0.9925965737150287,685.35,15610.95,16296.3
VLG21JT,,,A320,BIO,BCN,43.301102,-2.91061,41.2971,2.07846,ES,ES,0.78,505.28,466.82765753085545,0.9238989422317437,806.3,5521.05,6327.35
VLG1301,VY1301,2021-07-02,A320,ALC,BCN,38.2822,-0.558156,41.2971,2.07846,ES,ES,0.73,444.82,403.86762427607465,0.9079349495887654,806.3,4986.31,5792.61
VLG26GU,,,A320,PMI,ALC,39.551701,2.73881,38.2822,-0.558156,ES,ES,0.62,341.49,318.2411043285507,0.9319192489635149,806.3,4072.41,4878.71
VLG77GC,,,A320,SVQ,BCN,37.417999,-5.89311,41.2971,2.07846,ES,ES,1.22,913.22,809.3073341596748,0.88621288863546,806.3,9129.07,9935.37
VLG1385,VY1385,2021-07-02,A319,RMU,SDR,37.802852,-1.124884,43.427101,-3.82001,ES,ES,1.11,719.54,665.3807144715587,0.9247306813680389,725.0,6697.05,7422.05
